"time" "cumhaz"
"1" 4 0.00142247510668563
"2" 5 0.00284292965214018
"3" 13 0.00425535903067125
"4" 14 0.0056717896255721
"5" 21 0.00708421900410318
"6" 24 0.00850265872041523
"7" 35 0.00994566016341667
"8" 60 0.0114249501042451
"9" 63 0.0129086296294676
"10" 79 0.0144306996446883
"11" 112 0.0160567159048509
"12" 120 0.017696060167146
"13" 134 0.0193881075444726
"14" 135 0.0210887878165814
"15" 144 0.0228524562469165
"16" 146 0.0246161246772516
"17" 160 0.0264343064954334
"18" 161 0.0282624600603329
"19" 163 0.030097322445654
"20" 185 0.0320203993687309
"21" 205 0.0340124312412409
"22" 206 0.0360124312412409
"23" 219 0.038074286911344
"24" 226 0.0402110390480961
"25" 227 0.0423477911848482
"26" 227 0.0444891188079746
"27" 265 0.0467774483274254
"28" 269 0.0490605533502564
"29" 300 0.0514760122874545
"30" 305 0.0539269926796114
"31" 313 0.0564083822577751
"32" 341 0.0589594026659384
"33" 342 0.0615104230741017
"34" 342 0.0640679678311349
"35" 378 0.0667134704766376
"36" 386 0.0694308617809854
"37" 390 0.0721262795707428
"38" 395 0.0748072447181959
"39" 396 0.0775026625079533
"40" 421 0.0803516653569561
"41" 428 0.083208808214099
"42" 429 0.086074137726993
"43" 498 0.0891322417025282
"44" 503 0.092181022190333
"45" 536 0.0953455791523584
"46" 577 0.0986135530085675
"47" 600 0.101913883041571
"48" 617 0.105225141319717
"49" 640 0.108614971828191
"50" 642 0.112016332372409
"51" 662 0.115440989906655
"52" 663 0.118889265768724
"53" 676 0.122325691885563
"54" 680 0.12578589949802
"55" 697 0.129270220055511
"56" 718 0.132803788960105
"57" 725 0.136312560889929
"58" 726 0.139833687650492
"59" 745 0.143392406511702
"60" 782 0.147082443412071
"61" 794 0.15077248031244
"62" 847 0.154603897936961
"63" 859 0.158435315561483
"64" 905 0.162387884731443
"65" 925 0.166403948988471
"66" 951 0.170502309644209
"67" 958 0.174617535981657
"68" 971 0.178732762319106
"69" 996 0.182916862737516
"70" 1019 0.187172181886452
"71" 1028 0.191427501035388
"72" 1035 0.195701005308893
"73" 1036 0.199974509582397
"74" 1058 0.204266355075959
"75" 1070 0.208633167303033
"76" 1073 0.212999979530108
"77" 1092 0.217366791757182
"78" 1127 0.221772078100794
"79" 1133 0.226216522545239
"80" 1135 0.230660966989683
"81" 1141 0.235165471494188
"82" 1157 0.23975262745749
"83" 1175 0.24438225708712
"84" 1214 0.249099238219196
"85" 1220 0.253816219351271
"86" 1225 0.258623911658963
"87" 1282 0.263525872443277
"88" 1316 0.268627913259604
"89" 1383 0.273863515353844
"90" 1385 0.279099117448085
"91" 1391 0.284362275342822
"92" 1401 0.289625433237559
"93" 1406 0.294916438528564
"94" 1417 0.30020744381957
"95" 1439 0.30552659275574
"96" 1445 0.310874186338627
"97" 1456 0.316250530424649
"98" 1466 0.321685313033345
"99" 1477 0.327149793907662
"100" 1487 0.332584576516357
"101" 1491 0.338140132071913
"102" 1639 0.344312971578086
"103" 1652 0.350642085502136
"104" 1666 0.357011512253729
"105" 1694 0.363421768663985
"106" 1701 0.369873381567211
"107" 1718 0.376409329279629
"108" 1794 0.383501527861189
"109" 1800 0.390543781382316
"110" 1827 0.397738025986633
"111" 1840 0.40488088312949
"112" 1853 0.41197308171105
"113" 1899 0.419326022887521
"114" 1944 0.426678964063991
"115" 2037 0.434809045364804
"116" 2044 0.443073508174722
"117" 2059 0.451476869519259
"118" 2064 0.459951445790446
"119" 2095 0.468880017219017
"120" 2100 0.477808588647589
"121" 2140 0.486982900574194
"122" 2169 0.496328694966718
"123" 2227 0.506037432830795
"124" 2246 0.515841354399423
"125" 2264 0.525942364500433
"126" 2295 0.53574628606906
"127" 2307 0.54574628606906
"128" 2382 0.55584729617007
"129" 2390 0.566051377802723
"130" 2430 0.576255459435376
"131" 2435 0.586564737785892
"132" 2446 0.597091053575366
"133" 2517 0.607960618792757
"134" 2530 0.618949629781768
"135" 2562 0.630313266145404
"136" 2610 0.642361458916489
"137" 2641 0.654556580867708
"138" 2671 0.667056580867708
"139" 2691 0.679714808715809
"140" 2696 0.692535321536322
"141" 2939 0.705693216273164
"142" 2942 0.718851111010006
"143" 2967 0.73218444434334
"144" 2992 0.746470158629054
"145" 2999 0.760554665671307
"146" 3034 0.774639172713561
"147" 3055 0.788723679755814
"148" 3062 0.803009394041529
"149" 3064 0.817295108327243
"150" 3124 0.833168124200259
"151" 3162 0.848793124200259
"152" 3191 0.864418124200259
"153" 3216 0.880043124200259
"154" 3332 0.896709790866925
"155" 3360 0.913103233489876
"156" 3365 0.929496676112827
"157" 3387 0.946163342779494
"158" 3465 0.964020485636637
"159" 3483 0.981564345285759
"160" 3485 0.999421488142902
"161" 3538 1.01794000666142
"162" 3555 1.03680793118972
"163" 3688 1.05680793118972
"164" 3784 1.07903015341194
"165" 3832 1.10125237563417
"166" 3971 1.12506189944369
"167" 4380 1.15447366414957
"168" 4514 1.1867317286657
"169" 4579 1.2179817286657
"170" 4651 1.25023979318183
"171" 4934 1.28870133164337
"172" 5081 1.32716287010491
