"time" "cumhaz"
"1" 0.5 0.00140449438202247
"2" 0.5 0.00281096414292261
"3" 0.5 0.00421941484714796
"4" 0.5 0.00562985208269098
"5" 0.5 0.00704228146122206
"6" 0.5 0.00845670861822347
"7" 0.5 0.00987313921312432
"8" 1 0.0112895698080252
"9" 1 0.0127080095243372
"10" 1 0.0141284640697918
"11" 1 0.0155509391764774
"12" 1 0.0169754406009788
"13" 2 0.0183958951464334
"14" 2 0.019818370253119
"15" 3 0.0212368099694311
"16" 3 0.0226572645148856
"17" 3 0.0240797396215712
"18" 3 0.0255042410460727
"19" 3 0.0269307745696105
"20" 4 0.0283532496762961
"21" 5 0.0297737042217506
"22" 5 0.0311961793284363
"23" 6 0.0326206807529377
"24" 6 0.0340472142764755
"25" 7 0.0354676688219301
"26" 7 0.0368901439286157
"27" 8 0.0383126190353013
"28" 8 0.0397371204598027
"29" 8 0.0411636539833405
"30" 9 0.0425760833618716
"31" 9 0.043990510518873
"32" 10 0.045400947754416
"33" 10 0.0468133771329471
"34" 11 0.0482278042899485
"35" 12 0.0496402336684796
"36" 13 0.0510526630470107
"37" 13 0.0524670902040121
"38" 14 0.0538835207989129
"39" 14 0.055301960515225
"40" 15 0.0567224150606795
"41" 16 0.0581388456555804
"42" 16 0.0595572853718925
"43" 18 0.0609677226074355
"44" 20 0.0623801519859665
"45" 21 0.0637925813644976
"46" 21 0.065207008521499
"47" 21 0.0666234391163999
"48" 21 0.0680418788327119
"49" 22 0.0694583094276128
"50" 25 0.0708707388061438
"51" 26 0.0722791895103692
"52" 29 0.0736896267459122
"53" 30 0.0751060573408131
"54" 31 0.0765305587653145
"55" 31 0.0779570922888523
"56" 32 0.0793856637174237
"57" 33 0.0808142351459952
"58" 33 0.0822448503105159
"59" 33 0.0836775150669629
"60" 33 0.0851122352965181
"61" 34 0.0865510842173814
"62" 35 0.0879940856603829
"63" 36 0.0894370871033843
"64" 36 0.0908821738085866
"65" 37 0.092329351811481
"66" 38 0.0937765298143753
"67" 39 0.0952279086242447
"68" 39 0.0966813969963377
"69" 39 0.0981370010720291
"70" 40 0.0995883798818985
"71" 40 0.101041868253992
"72" 40 0.102497472329683
"73" 40 0.103955198277205
"74" 42 0.105408686649298
"75" 42 0.106864290724989
"76" 43 0.108317779097082
"77" 45 0.109764957099977
"78" 45 0.111214232462295
"79" 45 0.112665611272165
"80" 45 0.114119099644258
"81" 47 0.115572588016351
"82" 49 0.117030313963873
"83" 50 0.118488039911395
"84" 50 0.119947893925993
"85" 51 0.121407747940592
"86" 51 0.122869736244685
"87" 53 0.124331724548779
"88" 53 0.125795853392117
"89" 54 0.127259982235455
"90" 54 0.128726257895279
"91" 54 0.130194686676483
"92" 56 0.131667440726557
"93" 56 0.133142366980244
"94" 57 0.134617293233932
"95" 57 0.136094398108378
"96" 57 0.137573688049206
"97" 59 0.139052977990035
"98" 59 0.140534459471516
"99" 60 0.142013749412344
"100" 60 0.143495230893826
"101" 61 0.144978910419048
"102" 63 0.146462589944271
"103" 63 0.147948474045311
"104" 63 0.149436569283406
"105" 65 0.150926882249129
"106" 65 0.152419419562562
"107" 66 0.153914187873474
"108" 66 0.155411193861498
"109" 66 0.15691044423631
"110" 66 0.158411945737812
"111" 67 0.159911196112624
"112" 67 0.161412697614126
"113" 68 0.16290970360215
"114" 68 0.164408953976963
"115" 69 0.165901491290395
"116" 70 0.167394028603828
"117" 70 0.16888879691474
"118" 71 0.170392556313236
"119" 71 0.171898580409622
"120" 75 0.173418337248528
"121" 78 0.174940407263748
"122" 79 0.176462477278969
"123" 79 0.177986867522871
"124" 80 0.179513585080123
"125" 81 0.181040302637375
"126" 81 0.182569354625143
"127" 81 0.18410074819329
"128" 82 0.185629800181057
"129" 82 0.187161193749204
"130" 83 0.188694936080493
"131" 83 0.190231034390785
"132" 86 0.191771866440091
"133" 87 0.193315076316634
"134" 88 0.194865463913534
"135" 88 0.19641825894459
"136" 92 0.197975891343344
"137" 94 0.199533523742097
"138" 95 0.201093586144593
"139" 97 0.202665913188619
"140" 98 0.204240716338225
"141" 98 0.205818003404471
"142" 99 0.207400281885484
"143" 99 0.208985067939366
"144" 100 0.210574893058603
"145" 101 0.21216471817784
"146" 101 0.213757074865738
"147" 102 0.215351971197477
"148" 103 0.216946867529215
"149" 104 0.218541763860954
"150" 105 0.220136660192692
"151" 106 0.221734104282149
"152" 106 0.223334104282149
"153" 107 0.224936668384713
"154" 107 0.22654180482131
"155" 107 0.228149521863111
"156" 108 0.229767644840457
"157" 108 0.231388390383407
"158" 109 0.233009135926356
"159" 110 0.234632512549733
"160" 110 0.236258528809896
"161" 111 0.237879274352845
"162" 112 0.239505290613008
"163" 112 0.241133955108122
"164" 112 0.242765276478432
"165" 112 0.244399263406537
"166" 114 0.246020008949486
"167" 114 0.247643385572863
"168" 115 0.249269401833025
"169" 115 0.250898066328139
"170" 116 0.252526730823253
"171" 117 0.254152747083416
"172" 118 0.255786734011521
"173" 118 0.25742339522265
"174" 119 0.259057382150755
"175" 120 0.26069672641305
"176" 120 0.262338762537844
"177" 121 0.263980798662639
"178" 122 0.265622834787434
"179" 122 0.267267571629539
"180" 125 0.268917736646041
"181" 126 0.270578866214147
"182" 126 0.272242759724962
"183" 127 0.273903889293069
"184" 127 0.275567782803884
"185" 128 0.277237231885687
"186" 130 0.278909472688363
"187" 131 0.280587325037356
"188" 132 0.282267997306263
"189" 133 0.28396004468359
"190" 133 0.285654959937827
"191" 133 0.287352752807097
"192" 133 0.289053433079206
"193" 134 0.290745480456533
"194" 134 0.29244039571077
"195" 135 0.294141075982879
"196" 136 0.295847560624517
"197" 136 0.297556962333919
"198" 137 0.299263446975557
"199" 137 0.300972848684959
"200" 139 0.30268225039436
"201" 139 0.304394579161484
"202" 139 0.306109845027693
"203" 140 0.307822173794816
"204" 140 0.309537439661025
"205" 140 0.311255652719445
"206" 140 0.312976823115314
"207" 141 0.314709925368347
"208" 142 0.316449055803129
"209" 142 0.318191216081875
"210" 142 0.319936416779955
"211" 142 0.321684668528207
"212" 145 0.323454580032632
"213" 148 0.325215143412914
"214" 148 0.326978811843249
"215" 148 0.328745596295546
"216" 148 0.33051550779997
"217" 149 0.332285419304395
"218" 149 0.334058468949785
"219" 152 0.33583782838039
"220" 153 0.337617187810995
